Nivå	HTG	HT	GT_nr	Basic type	S_kode	Name		KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap
LA	I	ID	66	ID-66	LA-ID-66	Nedskåret dallandskap i lavlandet med jordbrukspreg	Steep sided valley and agriculture		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-2	120	1
LA	I	ID	67	ID-67	LA-ID-67	Nedskåret dallandskap i lavlandet med bebyggelse/infrastruktur	Steep sided valley with settlements 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	121	0
LA	I	ID	68	ID-68	LA-ID-68	Nedskåret dallandskap i lavlandet med bebyggelse/infrastrukturog høyt jordbrukspreg	Steep sided valley with settlements and agriculture		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	122	0
LA	I	ID	69	ID-69	LA-ID-69	Nedskåret dallandskap i lavlandet med tettsted 	Steep sided valley with village 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	123	0
LA	I	ID	7	ID-7	LA-ID-7	Åpent dallandskap ved skoggrensen 	Open lower mountain valley 		KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	61	1
LA	I	ID	70	ID-70	LA-ID-70	Nedskåret dallandskap ved skoggrensen 	Steep sided lower mountain valley 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	124	1
LA	I	ID	71	ID-71	LA-ID-71	Nedskåret dallandskap ved skoggrensen med bebyggelse/infrastruktur	Steep sided lower mountain valley with settlements 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	125	0
LA	I	ID	72	ID-72	LA-ID-72	Nedskåret dallandskap i fjellet med vegetasjonsdekke	Steep sided mountain valley 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	126	1
LA	I	ID	73	ID-73	LA-ID-73	Nedskåret dallandskap med bart fjell/blokkmark 	Steep sided barren mountain valley 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	127	1
LA	I	ID	74	ID-74	LA-ID-74	Nedskåret dallandskap med bart fjell/blokkmark og bebyggelse/infrastruktur	Steep sided barren mountain valley with settlements 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-2		KLG_JP-1	128	0
LA	I	ID	75	ID-75	LA-ID-75	Nedskåret dallandskap med isbre 	Steep sided barren mountain valley with glacier 		KLG_RE-ID-KF-3				KLG_IP-1	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	129	1
LA	I	ID	76	ID-76	LA-ID-76	Nedskåret dallandskap i lavlandet med større innsjø 	Steep sided valley with lake 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	130	1
LA	I	ID	77	ID-77	LA-ID-77	Nedskåret dallandskap i lavlandet med større innsjø og bebyggelse/infrastruktur	Steep sided valley with lake with settlements 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	131	0
LA	I	ID	78	ID-78	LA-ID-78	Nedskåret dallandskap i lavlandet med større innsjø og tettsted 	Steep sided valley with lake with village 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	132	0
LA	I	ID	79	ID-79	LA-ID-79	Nedskåret dallandskap ved skoggrensen med større innsjø 	Steep sided lower mountain valley with lake 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	133	1
LA	I	ID	8	ID-8	LA-ID-8	Åpent dallandskap ved skoggrensen med bebyggelse/infrastruktur	Open lower mountain valley with settlements 		KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	62	0
LA	I	ID	80	ID-80	LA-ID-80	Nedskåret dallandskap ved skoggrensen med større innsjø og bebyggelse/infrastruktur	Steep sided lower mountain valley with lake with settlements 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	134	0
LA	I	ID	81	ID-81	LA-ID-81	Nedskåret dallandskap i fjellet med vegetasjonsdekke og større innsjø 	Steep sided mountain valley with lake 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	135	1
LA	I	ID	82	ID-82	LA-ID-82	Nedskåret dallandskap med bart fjell/blokkmark og større innsjø 	Steep sided barren mountain valley with lake 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	136	1
LA	I	ID	83	ID-83	LA-ID-83	Nedskåret dallandskap med større innsjø og isbre 	Steep sided barren mountain valley with lake with glacier 		KLG_RE-ID-KF-3				KLG_IP-2	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	137	1
LA	I	ID	84	ID-84	LA-ID-84	Nedskåret dallandskap i lavlandet med innlandsfjord 	Steep sided valley with larger lake 		KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	138	1
LA	I	ID	85	ID-85	LA-ID-85	Nedskåret dallandskap i lavlandet med innlandsfjord og bebyggelse/infrastruktur	Steep sided valley with larger lake with settlements 		KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	139	0
LA	I	ID	86	ID-86	LA-ID-86	Nedskåret dallandskap i lavlandet med innlandsfjord, bebyggelse/infrastruktur og høyt jordbrukspreg	Steep sided valley with larger lake with settlements and agriculture		KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-2	140	0
LA	I	ID	87	ID-87	LA-ID-87	Nedskåret dallandskap ved skoggrensen med innlandsfjord 	Steep sided lower mountain valley with larger lake 		KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	141	1
LA	I	ID	88	ID-88	LA-ID-88	Nedskåret dallandskap i fjellet med vegetasjonsdekke og innlandsfjord 	Steep sided mountain valley with larger lake 		KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	142	1
LA	I	ID	89	ID-89	LA-ID-89	Nedskåret dallandskap med bart fjell/blokkmark og innlandsfjord 	Steep sided barren mountain valley with larger lake 		KLG_RE-ID-KF-3				KLG_IP-3	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	143	1
LA	I	ID	9	ID-9	LA-ID-9	Åpent dallandskap i fjellet med vegetasjonsdekke	Open mountain valley 		KLG_RE-ID-KF-1				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	63	1
LA	I	ID	90	ID-90	LA-ID-90	Dypt nedskåret dallandskap i lavlandet	Narrow and steep sided valley 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	144	1
LA	I	ID	91	ID-91	LA-ID-91	Dypt nedskåret dallandskap i lavlandet med bebyggelse/infrastruktur	Narrow and steep sided valley with settlements 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	145	0
LA	I	ID	92	ID-92	LA-ID-92	Dypt nedskåret dallandskap i lavlandet med tettsted 	Narrow and steep sided valley with village 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-1	KLG_AI-3		KLG_JP-1	146	0
LA	I	ID	93	ID-93	LA-ID-93	Dypt nedskåret dallandskap ved skoggrensen 	Narrow and steep sided lower mountain valley 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-1		KLG_JP-1	147	1
LA	I	ID	94	ID-94	LA-ID-94	Dypt nedskåret dallandskap ved skoggrensen med bebyggelse/infrastruktur	Narrow and steep sided lower mountain valley with settlements 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-2	KLG_AI-2		KLG_JP-1	148	0
LA	I	ID	95	ID-95	LA-ID-95	Dypt nedskåret dallandskap i fjellet med vegetasjonsdekke	Narrow and steep sided mountain valley 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-3	KLG_AI-1		KLG_JP-1	149	1
LA	I	ID	96	ID-96	LA-ID-96	Dypt nedskåret dallandskap med bart fjell/blokkmark 	Narrow and steep sided barren mountain valley 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-1		KLG_VE-4	KLG_AI-1		KLG_JP-1	150	1
LA	I	ID	97	ID-97	LA-ID-97	Dypt nedskåret dallandskap med isbre 	Narrow and steep sided barren mountain valley with glacier 		KLG_RE-ID-KF-4				KLG_IP-1	KLG_BP-2		KLG_VE-4	KLG_AI-1		KLG_JP-1	151	1
LA	I	ID	98	ID-98	LA-ID-98	Dypt nedskåret dallandskap i lavlandet med større innsjø 	Narrow and steep sided valley with lake 		KLG_RE-ID-KF-4				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-1		KLG_JP-1	152	1
LA	I	ID	99	ID-99	LA-ID-99	Dypt nedskåret dallandskap i lavlandet med større innsjø og bebyggelse/infrastruktur	Narrow and steep sided valley with lake with settlements 		KLG_RE-ID-KF-4				KLG_IP-2	KLG_BP-1		KLG_VE-1	KLG_AI-2		KLG_JP-1	153	0
LA	I	IS			LA-IS	Innlands-slettelandskap	Inland irregular plains				KLG_KA			KLG_BP	KLG_VP	KLG_VE	KLG_AI		KLG_JP	0	
LA	I	IS	1	IS-1	LA-IS-1	Skogkledd innlandsslette	Inland undulating lowland plain 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-1		KLG_JP-1	159	1
LA	I	IS	10	IS-10	LA-IS-10	Fjellvidde med vegetajonsdekke	Inland undulating mountain plain 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-3	KLG_AI-1		KLG_JP-1	168	1
LA	I	IS	11	IS-11	LA-IS-11	Fjellvidde med bart fjell/blokkmark 	Inland undulating barren mountain plain 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	169	1
LA	I	IS	12	IS-12	LA-IS-12	Innlandsslette med isbre	Inland undulating barren mountain plain with glacier 				KLG_KA-1			KLG_BP-2	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	170	1
LA	I	IS	13	IS-13	LA-IS-13	Skogkledd innlandsslette med våtmark 	Inland undulating lowland plain with wetlands 				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-1	171	1
LA	I	IS	14	IS-14	LA-IS-14	Skogkledd innlandsslette med våtmark og bebyggelse/infrastruktur	Inland undulating lowland plain with wetlands and settlements 				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-1	172	0
LA	I	IS	15	IS-15	LA-IS-15	Skogkledd innlandsslette med våtmark, bebyggelse/infrastrukturog høyt jordbrukspreg	Inland undulating lowland plain with wetlands and settlements and agriculture				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-2	173	0
LA	I	IS	16	IS-16	LA-IS-16	Skogkledd innlandsslette med våtmark og tettsted 	Inland undulating lowland plain with wetlands and village 				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-3		KLG_JP-1	174	0
LA	I	IS	17	IS-17	LA-IS-17	Innlandsslette ved skoggrensen med våtmark 	Inland undulating lower mountain plain with wetlands 				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-2	KLG_AI-1		KLG_JP-1	175	1
LA	I	IS	18	IS-18	LA-IS-18	Fjellvidde med vegetasjonsdekke og våtmark 	Inland undulating mountain plain with wetlands 				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-3	KLG_AI-1		KLG_JP-1	176	1
LA	I	IS	19	IS-19	LA-IS-19	Fjellvidde med bart fjell/blokkmark og våtmark 	Inland undulating barren mountain plain with wetlands 				KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-4	KLG_AI-1		KLG_JP-1	177	1
LA	I	IS	2	IS-2	LA-IS-2	Innlandsslette i lavlandet med høyt jordbrukspreg	Inland undulating lowland plain with agriculture				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-1		KLG_JP-2	160	1
LA	I	IS	20	IS-20	LA-IS-20	Kystnær skogkledd innlandsslette	Coast-near undulating lowland plain 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-1		KLG_JP-1	178	1
LA	I	IS	21	IS-21	LA-IS-21	Kystnær skogkledd innlandsslette med bebyggelse/infrastruktur	Coast-near undulating lowland plain with settlements 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-1	179	0
LA	I	IS	22	IS-22	LA-IS-22	Kystnær innlandsslette i lavlandet med bebyggelse/infrastruktur og høyt jordbrukspreg	Coast-near undulating lowland plain with settlements and agriculture				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-2	180	0
LA	I	IS	23	IS-23	LA-IS-23	Kystnær innlandsslette i lavlandet med tettsted 	Coast-near undulating lowland plain with village 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-1	181	0
LA	I	IS	24	IS-24	LA-IS-24	Kystnær innlandsslette i lavlandet med tettsted  og høyt jordbrukspreg	Coast-near undulating lowland plain with village and agriculture				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-2	182	0
LA	I	IS	25	IS-25	LA-IS-25	Kystnær innlandsslette i lavlandet med større by 	Coast-near undulating lowland plain with city 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-4		KLG_JP-1	183	0
LA	I	IS	26	IS-26	LA-IS-26	Kystnær innlandsslette ved skoggrensen	Coast-near undulating lower mountain plain 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-1		KLG_JP-1	184	1
LA	I	IS	27	IS-27	LA-IS-27	Kystnær fjellvidde med vegetasjonsdekke	Coast-near undulating mountain plain 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-3	KLG_AI-1		KLG_JP-1	185	1
LA	I	IS	28	IS-28	LA-IS-28	Kystnær fjellvidde med bart fjell/blokkmark 	Coast-near undulating barren mountain plain 				KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	186	1
LA	I	IS	29	IS-29	LA-IS-29	Kystnær fjellvidde med isbre 	Coast-near undulating barren mountain plain with glacier 				KLG_KA-2			KLG_BP-2	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	187	1
LA	I	IS	3	IS-3	LA-IS-3	Innlandsslette i lavlandet med bebyggelse/infrastruktur	Inland undulating lowland plain with settlements 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-1	161	0
LA	I	IS	30	IS-30	LA-IS-30	Kystnær innlandsslette i lavlandet med våtmark 	Coast-near undulating lowland plain with wetlands 				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-1	188	1
LA	I	IS	31	IS-31	LA-IS-31	Kystnær innlandsslette i lavlandet med våtmark  og høyt jordbrukspreg	Coast-near undulating lowland plain with wetlands and agriculture				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-2	189	1
LA	I	IS	32	IS-32	LA-IS-32	Kystnær innlandsslette i lavlandet med våtmark, bebyggelse/infrastruktur	Coast-near undulating lowland plain with wetlands and settlements 				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-1	190	0
LA	I	IS	33	IS-33	LA-IS-33	Kystnær innlandsslette i lavlandet med våtmark og bebyggelse/infrastrukturog høyt jordbrukspreg	Coast-near undulating lowland plain with wetlands and settlements and agriculture				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-2	191	0
LA	I	IS	34	IS-34	LA-IS-34	Kystnær innlandsslette ved skoggrensenmed våtmark 	Coast-near undulating lower mountain plain with wetlands 				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-2	KLG_AI-1		KLG_JP-1	192	1
LA	I	IS	35	IS-35	LA-IS-35	Kystnær fjellvidde med vegetasjonsdekke og våtmark 	Coast-near undulating mountain plain with wetlands 				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-3	KLG_AI-1		KLG_JP-1	193	1
LA	I	IS	36	IS-36	LA-IS-36	Kystnær fjellvidde med bart fjell/blokkmark og våtmark 	Coast-near undulating barren mountain plain with wetlands 				KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-4	KLG_AI-1		KLG_JP-1	194	1
LA	I	IS	4	IS-4	LA-IS-4	Innlandsslette i lavlandet med bebyggelse/infrastrukturog høyt jordbrukspreg	Inland undulating lowland plain with settlements and agriculture				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-2	162	0
LA	I	IS	5	IS-5	LA-IS-5	Innlandsslette i lavlandet med tettsted 	Inland undulating lowland plain with village 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-1	163	0
LA	I	IS	6	IS-6	LA-IS-6	Innlandsslette i lavlandet med tettsted og høyt jordbrukspreg	Inland undulating lowland plain with village and agriculture				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-2	164	0
LA	I	IS	7	IS-7	LA-IS-7	Innlandsslette i lavlandet med større by 	Inland undulating lowland plain with city 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-4		KLG_JP-1	165	0
LA	I	IS	8	IS-8	LA-IS-8	Innlandsslette ved skoggrensen	Inland undulating lower mountain plain 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-1		KLG_JP-1	166	1
LA	I	IS	9	IS-9	LA-IS-9	Innlandsslette ved skoggrensen med bebyggelse/infrastruktur	Inland undulating lower mountain plain with settlements 				KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-2		KLG_JP-1	167	0
LA	k	KA			LA-KA	Kyst-ås- og -fjellandskap	Coastal hills- and mountains														
LA	K	KA	1	KA-1	LA-KA-1	Kyst-ås- og -fjellandskap	Coastal hills- and mountains													284	0
LA	k	KF			LA-KF	Fjordlandskap	Fjords		KLG_RE-ID-KF						KLG_VP		KLG_AI		KLG_JP	0	
LA	K	KF	1	KF-1	LA-KF-1	Åpent fjordlandskap      	Open fjord 		KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-1		KLG_JP-1	195	1
LA	K	KF	10	KF-10	LA-KF-10	Relativt Åpent fjordlandskap med bebyggelse/infrastrukturog høyt jordbrukspreg	Relatively open fjord with settlements and agriculture		KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-2		KLG_JP-2	204	0
LA	K	KF	11	KF-11	LA-KF-11	Relativt Åpent fjordlandskap med tettsted  	Relatively open fjord with village 		KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-3		KLG_JP-1	205	0
LA	K	KF	12	KF-12	LA-KF-12	Relativt Åpent fjordlandskap med tettsted og høyt jordbrukspreg	Relatively open fjord with village and agriculture		KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-3		KLG_JP-2	206	0
LA	K	KF	13	KF-13	LA-KF-13	Relativt Åpent fjordlandskap med større by  	Relatively open fjord with city 		KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-4		KLG_JP-1	207	0
LA	K	KF	14	KF-14	LA-KF-14	Relativt Åpent fjordlandskap med våtmark    	Relatively open fjord with wetlands 		KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-1		KLG_JP-1	208	1
LA	K	KF	15	KF-15	LA-KF-15	Relativt Åpent fjordlandskap med våtmark og bebyggelse/infrastruktur 	Relatively open fjord with wetlands and settlements 		KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-2		KLG_JP-1	209	0
LA	K	KF	16	KF-16	LA-KF-16	Relativt Åpent fjordlandskap med våtmark og tettsted  	Relatively open fjord with wetlands and village 		KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-3		KLG_JP-1	210	0
LA	K	KF	17	KF-17	LA-KF-17	Nedskåret fjordlandskap      	Steep sided fjord 		KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-1		KLG_JP-1	211	1
LA	K	KF	18	KF-18	LA-KF-18	Nedskåret fjordlandskap med bebyggelse/infrastruktur 	Steep sided fjord with settlements 		KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-2		KLG_JP-1	212	0
LA	K	KF	19	KF-19	LA-KF-19	Nedskåret fjordlandskap med bebyggelse/infrastrukturog høyt jordbrukspreg	Steep sided fjord with settlements and agriculture		KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-2		KLG_JP-2	213	0
LA	K	KF	2	KF-2	LA-KF-2	Åpent fjordlandskap med bebyggelse/infrastruktur 	Open fjord with settlements 		KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-2		KLG_JP-1	196	0
LA	K	KF	20	KF-20	LA-KF-20	Nedskåret fjordlandskap med tettsted  	Steep sided fjord with village 		KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-3		KLG_JP-1	214	0
LA	K	KF	21	KF-21	LA-KF-21	Nedskåret fjordlandskap med tettsted og høyt jordbrukspreg	Steep sided fjord with village and agriculture		KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-3		KLG_JP-2	215	0
LA	K	KF	22	KF-22	LA-KF-22	Nedskåret fjordlandskap med våtmark    	Steep sided fjord with wetlands 		KLG_RE-ID-KF-3						KLG_VP-2		KLG_AI-1		KLG_JP-1	216	1
LA	K	KF	23	KF-23	LA-KF-23	Nedskåret fjordlandskap med våtmark og bebyggelse/infrastruktur 	Steep sided fjord with wetlands and settlements 		KLG_RE-ID-KF-3						KLG_VP-2		KLG_AI-2		KLG_JP-1	217	0
LA	K	KF	24	KF-24	LA-KF-24	Dypt nedskåret fjordlandskap      	Narrow and steep sided fjord 		KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-1		KLG_JP-1	218	1
LA	K	KF	25	KF-25	LA-KF-25	Dypt nedskåret fjordlandskap med bebyggelse/infrastruktur 	Narrow and steep sided fjord with settlements 		KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-2		KLG_JP-1	219	0
LA	K	KF	26	KF-26	LA-KF-26	Dypt nedskåret fjordlandskap med tettsted  	Narrow and steep sided fjord with village 		KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-3		KLG_JP-1	220	0
LA	K	KF	3	KF-3	LA-KF-3	Åpent fjordlandskap med bebyggelse/infrastrukturog høyt jordbrukspreg	Open fjord with settlements and agriculture		KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-2		KLG_JP-2	197	0
LA	K	KF	4	KF-4	LA-KF-4	Åpent fjordlandskap med tettsted  	Open fjord with village 		KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-3		KLG_JP-1	198	0
LA	K	KF	5	KF-5	LA-KF-5	Åpent fjordlandskap med større by  	Open fjord with city 		KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-4		KLG_JP-1	199	0
LA	K	KF	6	KF-6	LA-KF-6	Åpent fjordlandskap med våtmark    	Open fjord with wetlands 		KLG_RE-ID-KF-1						KLG_VP-2		KLG_AI-1		KLG_JP-1	200	1
LA	K	KF	7	KF-7	LA-KF-7	Åpent fjordlandskap med våtmark og bebyggelse/infrastruktur 	Open fjord with wetlands and settlements 		KLG_RE-ID-KF-1						KLG_VP-2		KLG_AI-2		KLG_JP-1	201	0
LA	K	KF	8	KF-8	LA-KF-8	Relativt Åpent fjordlandskap      	Relatively open fjord 		KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-1		KLG_JP-1	202	1
LA	K	KF	9	KF-9	LA-KF-9	Relativt Åpent fjordlandskap med bebyggelse/infrastruktur 	Relatively open fjord with settlements 		KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-2		KLG_JP-1	203	0
LA	k	KS			LA-KS	Kystslettelandskap	Coastal plains			KLG_RE-KS		KLG_IYK			KLG_VP			KLG_AI-KS	KLG_JP	0	
LA	K	KS	1	KS-1	LA-KS-1	Beskyttet indre flat kystslette  	Protected inner coastal plain 			KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	221	1
LA	K	KS	10	KS-10	LA-KS-10	Beskyttet indre småkupert kystslette med høyt jordbrukspreg	Protected inner undulating coastal plain with agriculture			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	230	1
LA	K	KS	11	KS-11	LA-KS-11	Beskyttet indre småkupert kystslette med tettsted  	Protected inner undulating coastal plain with village 			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	231	0
LA	K	KS	12	KS-12	LA-KS-12	Beskyttet indre småkupert kystslette med tettsted og høyt jordbrukspreg	Protected inner undulating coastal plain with village and agriculture			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	232	0
LA	K	KS	13	KS-13	LA-KS-13	Beskyttet indre småkupert kystslette med større by  	Protected inner undulating coastal plain with city 			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	233	0
LA	K	KS	14	KS-14	LA-KS-14	Beskyttet indre småkupert kystslette med større by og høyt jordbrukspreg	Protected inner undulating coastal plain with city and agriculture			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-2	234	0
LA	K	KS	15	KS-15	LA-KS-15	Beskyttet indre småkupert kystslette med våtmark  	Protected inner undulating coastal plain with wetland 			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	235	1
LA	K	KS	16	KS-16	LA-KS-16	Beskyttet indre småkupert kystslette med våtmark og høyt jordbrukspreg	Protected inner undulating coastal plain with wetland and agriculture			KLG_RE-KS-2		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	236	1
LA	K	KS	17	KS-17	LA-KS-17	Beskyttet indre kupert kystslette  	Protected inner rugged coastal plain 			KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	237	1
